"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 00:00","2022","05","01","00:00","7.7","","-7.8","","33","","","","10","","7","","24.1","","99.87","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 01:00","2022","05","01","01:00","7.2","","-6.7","","37","","","","8","","13","","24.1","","99.80","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 02:00","2022","05","01","02:00","6.8","","-6.1","","39","","","","7","","5","","24.1","","99.77","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 03:00","2022","05","01","03:00","6.9","","-5.8","","40","","","","8","","10","","24.1","","99.72","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 04:00","2022","05","01","04:00","7.2","","-5.7","","40","","","","9","","12","","24.1","","99.64","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 05:00","2022","05","01","05:00","8.2","","-5.6","","37","","","","8","","15","","24.1","","99.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 06:00","2022","05","01","06:00","10.0","","-5.0","","34","","","","10","","26","","24.1","","99.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 07:00","2022","05","01","07:00","10.6","","-3.4","","37","","","","9","","20","","24.1","","99.57","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 08:00","2022","05","01","08:00","10.9","","-5.3","","32","","","","10","","26","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-05-01 09:00","2022","05","01","09:00","10.4","","-4.2","","36","","","","9","","18","","24.1","","99.50","","","","","","NA"
