"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 00:00","2022","07","01","00:00","23.3","","12.7","","51","","","","18","","10","","24.1","","99.38","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 01:00","2022","07","01","01:00","23.2","","12.7","","51","","","","21","","8","","24.1","","99.38","","26","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 02:00","2022","07","01","02:00","23.1","","13.2","","53","","","","21","","12","","24.1","","99.29","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 03:00","2022","07","01","03:00","22.6","","13.8","","57","","","","21","","16","","24.1","","99.22","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 04:00","2022","07","01","04:00","22.5","","14.2","","59","","","","21","","12","","24.1","","99.17","","26","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 05:00","2022","07","01","05:00","21.8","","14.6","","63","","","","20","","11","","24.1","","99.20","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 06:00","2022","07","01","06:00","21.9","","15.1","","65","","","","21","","12","","24.1","","99.22","","26","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 07:00","2022","07","01","07:00","22.9","","15.4","","62","","","","24","","15","","24.1","","99.23","","27","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 08:00","2022","07","01","08:00","23.9","","15.6","","59","","","","24","","13","","24.1","","99.23","","28","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-07-01 09:00","2022","07","01","09:00","25.5","","15.6","","54","","","","27","","12","","24.1","","99.25","","30","","","","NA"
