"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 00:00","2021","01","01","00:00","-2.4","","-6.4","","74","","","","27","","3","","24.1","","100.93","","","","-4","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 01:00","2021","01","01","01:00","-1.9","","-6.2","","72","","","","15","","3","","24.1","","100.93","","","","-3","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 02:00","2021","01","01","02:00","-2.3","","-6.2","","75","","","","18","","5","","24.1","","100.95","","","","-4","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 03:00","2021","01","01","03:00","-3.5","","-6.1","","82","","","","26","","4","","24.1","","101.03","","","","-5","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 04:00","2021","01","01","04:00","-3.2","","-5.7","","83","","","","26","","5","","24.1","","101.02","","","","-5","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 05:00","2021","01","01","05:00","-2.5","","-5.5","","80","","","","2","","10","","24.1","","100.89","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 06:00","2021","01","01","06:00","-2.5","","-4.7","","85","","","","36","","1","","24.1","","100.92","","","","-3","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 07:00","2021","01","01","07:00","-2.2","","-4.5","","84","","","","3","","3","","24.1","","100.93","","","","-3","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 08:00","2021","01","01","08:00","-1.7","","-4.4","","82","","","","36","","1","","24.1","","101.00","","","","-2","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 09:00","2021","01","01","09:00","-0.3","","-4.2","","75","","","","6","","8","","24.1","","100.93","","","","-3","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 10:00","2021","01","01","10:00","0.4","","-4.5","","70","","","","8","","11","","24.1","","100.82","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 11:00","2021","01","01","11:00","0.8","","-4.9","","66","","","","11","","18","","24.1","","100.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 12:00","2021","01","01","12:00","1.2","","-4.5","","66","","","","11","","16","","24.1","","100.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 13:00","2021","01","01","13:00","1.4","","-4.9","","63","","","","11","","22","","24.1","","100.42","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 14:00","2021","01","01","14:00","1.4","","-4.4","","65","","","","9","","20","","24.1","","100.17","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 15:00","2021","01","01","15:00","1.5","","-3.9","","67","","","","11","","27","","24.1","","100.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 16:00","2021","01","01","16:00","1.5","","-3.3","","70","","","","12","","28","","24.1","","100.05","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 17:00","2021","01","01","17:00","1.5","","-3.4","","70","","","","10","","23","","16.1","","99.93","","","","","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 18:00","2021","01","01","18:00","-0.1","","-0.7","","95","","","","11","","12","","2.4","","99.75","","","","-4","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 19:00","2021","01","01","19:00","-0.1","","-0.7","","96","","","","10","","21","","2.8","","99.58","","","","-6","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 20:00","2021","01","01","20:00","0.0","","-0.5","","96","","","","10","","22","","3.2","","99.40","","","","-6","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 21:00","2021","01","01","21:00","0.3","","-0.2","","96","","","","10","","21","","6.4","","99.28","","","","","","Freezing Drizzle,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 22:00","2021","01","01","22:00","0.6","","0.2","","98","","","","8","","22","","4.8","","99.04","","","","","","Drizzle,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-01 23:00","2021","01","01","23:00","0.8","","0.5","","98","","","","7","","23","","4.8","","98.86","","","","","","Drizzle,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 00:00","2021","01","02","00:00","1.1","","0.8","","98","","","","8","","19","","4.8","","98.68","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 01:00","2021","01","02","01:00","1.0","","0.6","","98","","","","3","","15","","6.4","","98.60","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 02:00","2021","01","02","02:00","0.7","","0.4","","98","","","","4","","10","","8.1","","98.52","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 03:00","2021","01","02","03:00","0.5","","0.1","","98","","","","36","","13","","8.1","","98.49","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 04:00","2021","01","02","04:00","-0.4","","-0.8","","98","","","","34","","22","","1.6","","98.58","","","","-6","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 05:00","2021","01","02","05:00","-1.0","","-1.6","","96","","","","35","","26","","2.4","","98.67","","","","-7","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 06:00","2021","01","02","06:00","-1.1","","-2.2","","92","","","","34","","25","","19.3","","98.83","","","","-7","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 07:00","2021","01","02","07:00","-1.6","","-3.1","","89","","","","33","","24","","24.1","","99.06","","","","-8","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 08:00","2021","01","02","08:00","-2.1","","-3.5","","90","","","","32","","17","","24.1","","99.23","","","","-7","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 09:00","2021","01","02","09:00","-1.0","","-2.7","","89","","","","31","","16","","24.1","","99.38","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 10:00","2021","01","02","10:00","-0.3","","-2.0","","89","","","","32","","18","","24.1","","99.54","","","","-5","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 11:00","2021","01","02","11:00","0.6","","-1.6","","85","","","","30","","21","","24.1","","99.58","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 12:00","2021","01","02","12:00","1.0","","-1.5","","83","","","","32","","19","","24.1","","99.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 13:00","2021","01","02","13:00","1.1","","-1.2","","85","","","","29","","16","","24.1","","99.62","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 14:00","2021","01","02","14:00","0.9","","-1.3","","85","","","","32","","16","","24.1","","99.65","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 15:00","2021","01","02","15:00","0.9","","-2.1","","80","","","","32","","16","","24.1","","99.74","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 16:00","2021","01","02","16:00","1.1","","-2.0","","80","","","","32","","10","","24.1","","99.84","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 17:00","2021","01","02","17:00","1.0","","-3.0","","75","","","","32","","9","","24.1","","99.84","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 18:00","2021","01","02","18:00","0.6","","-2.9","","77","","","","24","","5","","24.1","","99.89","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 19:00","2021","01","02","19:00","1.0","","-2.7","","76","","","","18","","7","","24.1","","99.92","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 20:00","2021","01","02","20:00","0.8","","-2.5","","78","","","","17","","3","","24.1","","99.94","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 21:00","2021","01","02","21:00","0.7","","-3.8","","72","","","","12","","5","","24.1","","99.90","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 22:00","2021","01","02","22:00","0.4","","-3.6","","75","","","","10","","4","","24.1","","99.85","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-02 23:00","2021","01","02","23:00","0.5","","-2.9","","78","","","","11","","4","","24.1","","99.79","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-03 00:00","2021","01","03","00:00","0.4","","-1.9","","84","","","","18","","7","","24.1","","99.76","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2021-01-03 01:00","2021","01","03","01:00","0.2","","-1.4","","89","","","","18","","7","","24.1","","99.74","","","","","","Cloudy"
