"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 00:00","2020","05","01","00:00","10.0","","9.6","","97","","","","16","","20","","4.8","","98.46","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 01:00","2020","05","01","01:00","9.8","","9.6","","98","","","","16","","18","","4.0","","98.45","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 02:00","2020","05","01","02:00","9.9","","9.5","","98","","","","20","","14","","4.8","","98.48","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 03:00","2020","05","01","03:00","9.6","","9.0","","97","","","","18","","13","","6.4","","98.52","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 04:00","2020","05","01","04:00","9.5","","9.0","","96","","","","20","","11","","9.7","","98.57","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 05:00","2020","05","01","05:00","10.2","","9.8","","97","","","","35","","10","","4.0","","98.59","","","","","","Rain,Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 06:00","2020","05","01","06:00","9.3","","8.7","","96","","","","35","","10","","19.3","","98.68","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 07:00","2020","05","01","07:00","9.1","","8.0","","93","","","","1","","12","","24.1","","98.78","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 08:00","2020","05","01","08:00","8.4","","7.2","","92","","","","34","","16","","24.1","","98.85","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 09:00","2020","05","01","09:00","8.7","","6.7","","87","","","","35","","13","","24.1","","98.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 10:00","2020","05","01","10:00","8.8","","6.5","","85","","","","36","","12","","24.1","","99.02","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 11:00","2020","05","01","11:00","9.2","","6.0","","80","","","","1","","17","","24.1","","99.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 12:00","2020","05","01","12:00","9.7","","6.0","","78","","","","1","","13","","24.1","","99.12","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 13:00","2020","05","01","13:00","11.3","","5.9","","69","","","","2","","15","","24.1","","99.14","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 14:00","2020","05","01","14:00","13.2","","6.9","","65","","","","36","","15","","24.1","","99.16","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 15:00","2020","05","01","15:00","14.5","","5.5","","55","","","","3","","18","","24.1","","99.13","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 16:00","2020","05","01","16:00","15.0","","5.0","","51","","","","1","","19","","24.1","","99.14","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 17:00","2020","05","01","17:00","15.5","","3.6","","45","","","","36","","16","","24.1","","99.15","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 18:00","2020","05","01","18:00","15.0","","2.4","","42","","","","33","","18","","24.1","","99.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 19:00","2020","05","01","19:00","13.8","","2.5","","46","","","","32","","24","","24.1","","99.30","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 20:00","2020","05","01","20:00","12.9","","1.8","","47","","","","2","","10","","24.1","","99.39","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 21:00","2020","05","01","21:00","11.6","","2.0","","52","","","","4","","10","","24.1","","99.43","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 22:00","2020","05","01","22:00","10.9","","1.8","","53","","","","29","","4","","24.1","","99.45","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-01 23:00","2020","05","01","23:00","9.5","","2.8","","63","","","","32","","17","","24.1","","99.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 00:00","2020","05","02","00:00","9.1","","2.7","","64","","","","2","","8","","24.1","","99.51","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 01:00","2020","05","02","01:00","9.1","","2.1","","61","","","","7","","3","","24.1","","99.51","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 02:00","2020","05","02","02:00","8.4","","1.3","","61","","","","19","","4","","24.1","","99.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 03:00","2020","05","02","03:00","7.6","","1.3","","64","","","","15","","4","","24.1","","99.52","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 04:00","2020","05","02","04:00","7.2","","0.2","","61","","","","36","","2","","24.1","","99.52","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 05:00","2020","05","02","05:00","7.7","","-1.4","","53","","","","18","","6","","24.1","","99.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 06:00","2020","05","02","06:00","9.0","","-1.4","","48","","","","17","","12","","24.1","","99.54","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 07:00","2020","05","02","07:00","11.6","","1.1","","48","","","","15","","10","","24.1","","99.55","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 08:00","2020","05","02","08:00","12.8","","2.0","","48","","","","14","","8","","24.1","","99.55","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 09:00","2020","05","02","09:00","14.0","","4.1","","51","","","","14","","11","","24.1","","99.50","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 10:00","2020","05","02","10:00","14.4","","2.5","","44","","","","19","","28","","24.1","","99.47","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 11:00","2020","05","02","11:00","13.8","","2.8","","47","","","","17","","23","","24.1","","99.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 12:00","2020","05","02","12:00","15.3","","2.4","","41","","","","18","","23","","24.1","","99.38","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 13:00","2020","05","02","13:00","14.6","","4.7","","51","","","","15","","18","","24.1","","99.23","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2020-05-02 14:00","2020","05","02","14:00","13.7","","3.1","","49","","","","15","","18","","24.1","","99.10","","","","","","NA"
