"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 00:00","2022","12","01","00:00","-2.0","","-5.9","","75","","","","26","","26","","24.1","","99.23","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 01:00","2022","12","01","01:00","-2.3","","-6.6","","72","","","","27","","33","","24.1","","99.30","","","","-10","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 02:00","2022","12","01","02:00","-2.5","","-7.4","","69","","","","27","","25","","24.1","","99.40","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 03:00","2022","12","01","03:00","-2.1","","-7.5","","67","","","","26","","36","","24.1","","99.48","","","","-10","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 04:00","2022","12","01","04:00","-2.1","","-6.8","","70","","","","25","","33","","24.1","","99.55","","","","-10","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 05:00","2022","12","01","05:00","-2.2","","-6.2","","74","","","","26","","35","","16.1","","99.69","","","","-10","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 06:00","2022","12","01","06:00","-2.2","","-6.4","","73","","","","26","","30","","24.1","","99.84","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 07:00","2022","12","01","07:00","-2.2","","-6.3","","74","","","","27","","30","","24.1","","100.01","","","","-9","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 08:00","2022","12","01","08:00","-2.2","","-5.6","","78","","","","25","","31","","24.1","","100.11","","","","-9","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 09:00","2022","12","01","09:00","-1.1","","-5.1","","75","","","","26","","32","","24.1","","100.22","","","","-8","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 10:00","2022","12","01","10:00","0.2","","-4.7","","70","","","","27","","34","","24.1","","100.33","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 11:00","2022","12","01","11:00","1.4","","-4.4","","65","","","","27","","35","","24.1","","100.44","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 12:00","2022","12","01","12:00","0.9","","-4.4","","68","","","","26","","34","","24.1","","100.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 13:00","2022","12","01","13:00","0.8","","-4.7","","67","","","","26","","32","","24.1","","100.60","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 14:00","2022","12","01","14:00","0.9","","-4.8","","65","","","","27","","32","","24.1","","100.66","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 15:00","2022","12","01","15:00","0.6","","-4.9","","67","","","","26","","31","","24.1","","100.71","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 16:00","2022","12","01","16:00","0.4","","-5.0","","67","","","","26","","24","","24.1","","100.79","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 17:00","2022","12","01","17:00","-0.1","","-5.4","","68","","","","25","","26","","24.1","","100.83","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 18:00","2022","12","01","18:00","-0.4","","-5.3","","69","","","","24","","21","","24.1","","100.87","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 19:00","2022","12","01","19:00","-0.5","","-5.8","","68","","","","25","","20","","24.1","","100.91","","","","-6","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 20:00","2022","12","01","20:00","-0.8","","-6.5","","66","","","","24","","18","","24.1","","100.92","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 21:00","2022","12","01","21:00","-2.1","","-6.1","","74","","","","22","","16","","24.1","","100.90","","","","-7","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 22:00","2022","12","01","22:00","-2.3","","-6.5","","73","","","","20","","9","","24.1","","100.86","","","","-6","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-01 23:00","2022","12","01","23:00","-2.8","","-7.0","","73","","","","19","","3","","24.1","","100.88","","","","-4","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 00:00","2022","12","02","00:00","-3.0","","-7.0","","74","","","","19","","7","","24.1","","100.84","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 01:00","2022","12","02","01:00","-3.1","","-7.4","","73","","","","21","","7","","24.1","","100.82","","","","-6","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 02:00","2022","12","02","02:00","-3.0","","-6.7","","76","","","","17","","5","","24.1","","100.77","","","","-5","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 03:00","2022","12","02","03:00","-3.1","","-6.6","","77","","","","36","","2","","24.1","","100.79","","","","-4","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 04:00","2022","12","02","04:00","-1.7","","-4.8","","79","","","","17","","7","","24.1","","100.70","","","","-4","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 05:00","2022","12","02","05:00","-0.8","","-3.8","","80","","","","17","","8","","24.1","","100.65","","","","-4","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 06:00","2022","12","02","06:00","0.2","","-3.0","","79","","","","17","","10","","24.1","","100.59","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 07:00","2022","12","02","07:00","1.0","","-2.8","","76","","","","19","","10","","19.3","","100.61","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 08:00","2022","12","02","08:00","1.4","","-2.5","","76","","","","19","","10","","24.1","","100.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 09:00","2022","12","02","09:00","2.5","","-2.2","","71","","","","16","","13","","24.1","","100.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 10:00","2022","12","02","10:00","3.3","","-2.2","","67","","","","16","","16","","24.1","","100.37","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 11:00","2022","12","02","11:00","3.2","","-2.1","","68","","","","15","","19","","24.1","","100.27","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 12:00","2022","12","02","12:00","3.7","","-2.4","","64","","","","16","","23","","24.1","","100.16","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 13:00","2022","12","02","13:00","5.0","","-1.9","","61","","","","16","","12","","24.1","","100.04","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 14:00","2022","12","02","14:00","5.6","","-2.2","","57","","","","16","","15","","24.1","","99.93","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 15:00","2022","12","02","15:00","5.8","","-2.0","","57","","","","14","","15","","24.1","","99.81","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 16:00","2022","12","02","16:00","5.7","","-1.8","","58","","","","16","","13","","24.1","","99.78","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2022-12-02 17:00","2022","12","02","17:00","5.3","","-0.7","","65","","","","15","","12","","24.1","","99.70","","","","","","NA"
